;deployment;rev;num_files;first_file_date;last_file_date;num_days;Setup.date;Revision.date;Functioning.days;Timestamp_Issues;favourite;Comments
458;Oeur021_55;Rev19;34;12/1/23 12:42;19/1/23 11:34;6.952847222;26/1/23;8/2/23;13;NA;NA;NA
459;Oeur022_27;Rev19;81;12/1/23 12:42;19/1/23 11:34;6.952731481;26/1/23;8/2/23;13;NA;NA;NA
460;Oeur021_55;Rev20;71;19/1/23 11:33;26/1/23 12:40;7.045972222;8/2/23;20/2/23;12;NA;NA;NA
461;Oeur022_27;Rev20;46;20/1/23 16:11;26/1/23 12:38;5.851875;8/2/23;20/2/23;12;NA;NA;NA
462;Olan015_22;Rev01;169;22/9/22 13:47;22/9/22 15:48;0.083703704;22/9/22;28/9/22;6;NA;NA;NA
463;Olan018_52;Rev01;224;22/9/22 14:10;28/9/22 8:28;5.762546296;22/9/22;28/9/22;6;NA;NA;NA
464;Olan018_53;Rev01;74;22/9/22 19:21;27/9/22 16:01;4.860856481;22/9/22;28/9/22;6;NA;NA;NA
465;Olan015_22;Rev02;235;28/9/22 8:52;28/9/22 13:57;0.211458333;28/9/22;6/10/22;8;NA;NA;NA
466;Olan018_52;Rev02;477;28/9/22 8:29;30/9/22 13:40;2.215625;28/9/22;6/10/22;8;NA;NA;NA
467;Olan018_53;Rev02;259;28/9/22 13:01;6/10/22 9:12;7.841203704;28/9/22;6/10/22;8;NA;NA;NA
468;Olan015_22;Rev03;236;6/10/22 9:11;6/10/22 14:01;0.202013889;6/10/22;20/10/22;14;NA;NA;NA
469;Olan018_52;Rev03;329;6/10/22 11:16;20/10/22 12:38;14.05638889;6/10/22;20/10/22;14;NA;NA;NA
470;Olan018_53;Rev03;152;6/10/22 11:39;19/10/22 13:14;13.06585648;6/10/22;20/10/22;14;NA;NA;NA
471;Olan015_22;Rev04;517;20/10/22 12:32;26/10/22 12:55;6.015833333;20/10/22;27/10/22;7;NA;NA;NA
472;Olan018_52;Rev04;67;20/10/22 12:41;27/10/22 14:01;7.055717593;20/10/22;27/10/22;7;NA;NA;NA
473;Olan018_53;Rev04;47;21/10/22 12:21;27/10/22 14:02;6.069537037;20/10/22;27/10/22;7;NA;NA;NA
474;Olan015_22;Rev05;257;27/10/22 15:07;28/10/22 13:21;0.926412037;27/10/22;3/11/22;7;NA;NA;NA
475;Olan018_52;Rev05;28;27/10/22 15:04;3/11/22 17:55;7.160694444;27/10/22;3/11/22;7;NA;NA;NA
476;Olan018_53;Rev05;48;27/10/22 15:13;3/11/22 17:56;7.154490741;27/10/22;3/11/22;7;NA;NA;NA
477;Olan015_22;Rev06;492;3/11/22 17:48;7/11/22 12:02;3.759513889;3/11/22;9/11/22;6;NA;NA;NA
478;Olan018_52;Rev06;12;3/11/22 17:57;9/11/22 14:33;5.857731481;3/11/22;9/11/22;6;NA;NA;NA
479;Olan018_53;Rev06;26;3/11/22 17:58;9/11/22 14:35;5.859305556;3/11/22;9/11/22;6;NA;NA;NA
480;Olan_018;Rev07;325;9/11/22 15:15;15/11/22 9:33;5.762592593;9/11/22;15/11/22;6;NA;NA;NA
481;Olan_018;Rev07;83;10/11/22 10:47;15/11/22 9:34;4.949282407;9/11/22;15/11/22;6;NA;NA;NA
482;Olan015_22;Rev07;455;9/11/22 14:33;10/11/22 17:28;1.121875;9/11/22;15/11/22;6;NA;NA;NA
483;Olan015_22;Rev08;434;15/11/22 9:40;17/11/22 11:08;2.061412037;15/11/22;25/11/22;10;NA;NA;NA
484;Olan018_52;Rev08;516;15/11/22 9:36;19/11/22 13:49;4.175393519;15/11/22;25/11/22;10;NA;NA;NA
485;Olan018_53;Rev08;502;15/11/22 12:40;25/11/22 9:35;9.871666667;15/11/22;25/11/22;10;NA;NA;NA
486;Olan018_52;Rev09;178;25/11/22 9:39;7/12/22 10:59;12.05548611;25/11/22;7/12/22;12;NA;NA;NA
487;Olan018_53;Rev09;329;25/11/22 13:15;7/12/22 10:57;11.90425926;25/11/22;7/12/22;12;NA;NA;NA
488;Olan018_52;Rev10;93;7/12/22 11:03;16/12/22 9:57;8.954166667;7/12/22;16/12/22;9;NA;NA;NA
489;Olan018_53;Rev10;355;7/12/22 13:15;15/12/22 16:09;8.120972222;7/12/22;16/12/22;9;NA;NA;NA
490;Olan018_52;Rev11;22;16/12/22 9:58;21/12/22 9:44;4.990347222;16/12/22;21/12/22;5;NA;NA;NA
491;Olan018_53;Rev11;90;16/12/22 12:43;21/12/22 9:44;4.875891204;16/12/22;21/12/22;5;NA;NA;NA
492;Olan018_52;Rev12;95;21/12/22 9:47;12/1/23 9:34;21.9906713;21/12/22;12/1/23;22;NA;NA;NA
493;Olan018_53;Rev12;550;21/12/22 9:48;5/1/23 15:08;15.22236111;21/12/22;12/1/23;22;NA;NA;NA
494;Olan018_52;Rev13;524;12/1/23 11:38;17/1/23 20:31;5.369861111;12/1/23;19/1/23;7;NA;NA;NA
495;Olan018_53;Rev13;204;12/1/23 12:03;19/1/23 9:29;6.893240741;12/1/23;19/1/23;7;NA;NA;NA
496;Olan018_52;Rev14;497;19/1/23 11:54;22/1/23 12:32;3.026388889;19/1/23;26/1/23;7;NA;NA;NA
497;Olan018_53;Rev14;511;19/1/23 10:24;24/1/23 11:29;5.045185185;19/1/23;26/1/23;7;NA;NA;NA
498;Olan018_53;Rev15;512;26/1/23 10:36;2/2/23 9:26;6.951319444;26/1/23;2/2/23;7;NA;NA;NA
499;Olan018_53;Rev16;73;2/2/23 15:49;7/2/23 16:27;5.02625;2/2/23;8/2/23;6;NA;NA;NA
500;Rper003_16;Rev05;6;23/9/22 0:01;27/9/22 22:49;4.950347222;22/9/22;28/9/22;6;NA;NA;NA
501;Rper003_16;Rev06;1;4/10/22 0:31;4/10/22 0:31;0;28/9/22;5/10/22;7;NA;NA;NA
502;Rper003_16;Rev07;6;5/10/22 19:07;20/10/22 10:18;14.63256944;5/10/22;20/10/22;15;NA;NA;NA
503;Rper003_16;Rev08;4;20/10/22 10:20;27/10/22 12:20;7.083773148;20/10/22;27/10/22;7;NA;NA;NA
504;Rper003_16;Rev09;2;27/10/22 13:22;3/11/22 11:39;6.970324074;27/10/22;3/11/22;7;NA;NA;NA
505;Rper003_16;Rev10;2;3/11/22 11:40;9/11/22 15:33;6.161712963;3/11/22;9/11/22;7;NA;NA;NA
506;Rper003_16;Rev11;2;9/11/22 15:35;15/11/22 15:27;5.994282407;9/11/22;15/11/22;7;NA;NA;NA
507;Rulm001_01;Rev06;42;19/7/22 10:27;28/7/22 19:13;9.365462963;19/7/22;28/7/22;9;NA;NA;
508;Rulm002_02;Rev06;124;19/7/22 10:29;28/7/22 19:23;9.370717593;19/7/22;28/7/22;9;NA;NA;
509;Rulm009_09;Rev06;387;19/7/22 11:26;20/7/22 15:15;1.159305556;19/7/22;28/7/22;9;NA;NA;
510;Rulm011_11;Rev06;534;19/7/22 11:56;27/7/22 14:38;8.112546296;19/7/22;28/7/22;9;NA;NA;
511;Rulm012_12;Rev06;134;19/7/22 12:02;28/7/22 21:58;9.413773148;19/7/22;28/7/22;9;NA;NA;
512;Rulm014_14;Rev06;504;19/7/22 12:16;23/7/22 16:23;4.17162037;19/7/22;28/7/22;9;NA;NA;
513;Rulm015_15;Rev06;54;19/7/22 12:47;28/7/22 21:40;9.370486111;19/7/22;28/7/22;9;NA;NA;
514;Rulm018_18;Rev06;428;19/7/22 13:27;21/7/22 15:35;2.08875;19/7/22;28/7/22;9;NA;NA;
515;Rulm032_06;Rev06;561;19/7/22 10:53;28/7/22 14:11;9.1375;19/7/22;28/7/22;9;NA;NA;
516;Rulm036_10;Rev06;534;19/7/22 11:37;26/7/22 13:56;7.096064815;19/7/22;28/7/22;9;NA;NA;
517;Rulm046_20;Rev06;305;19/7/22 13:33;25/7/22 21:18;6.3215278;19/7/22;28/7/22;9;NA;NA;
518;Rulm001_01;Rev07;11;28/7/22 19:15;2/8/22 9:36;4.598078704;28/7/22;2/8/22;5;NA;NA;
519;Rulm002_02;Rev07;16;28/7/22 19:24;30/7/22 1:30;1.2541667;28/7/22;2/8/22;5;NA;NA;Bateries case out
520;Rulm007_07;Rev07;311;28/7/22 19:37;29/7/22 14:07;0.770856481;28/7/22;2/8/22;5;NA;NA;
521;Rulm009_09;Rev07;18;28/7/22 22:05;2/8/22 10:27;4.514768519;28/7/22;2/8/22;5;NA;NA;
522;Rulm011_11;Rev07;338;28/7/22 21:57;29/7/22 19:12;0.885856481;28/7/22;2/8/22;5;NA;NA;
523;Rulm012_12;Rev07;36;28/7/22 21:59;2/8/22 10:51;4.535902778;28/7/22;2/8/22;5;NA;NA;
524;Rulm014_14;Rev07;415;28/7/22 21:49;2/8/22 10:58;4.547824074;28/7/22;2/8/22;5;NA;NA;
525;Rulm015_15;Rev07;183;28/7/22 21:44;2/8/22 11:20;4.566481481;28/7/22;2/8/22;5;NA;NA;
526;Rulm018_18;Rev07;67;28/7/22 21:06;2/8/22 12:16;4.631944444;28/7/22;2/8/22;5;NA;NA;
527;Rulm026_26;Rev07;514;28/7/22 20:26;31/7/22 14:24;2.749097222;28/7/22;2/8/22;5;NA;NA;
528;Rulm032_06;Rev07;391;28/7/22 19:30;2/8/22 9:52;4.598680556;28/7/22;2/8/22;5;NA;NA;
529;Rulm036_10;Rev07;558;28/7/22 22:08;2/8/22 10:32;4.516597222;28/7/22;2/8/22;5;NA;NA;
530;Rulm043_23;Rev07;408;28/7/22 20:05;2/8/22 12:33;4.685833333;28/7/22;2/8/22;5;NA;NA;
531;Rulm044_24;Rev07;123;28/7/22 20:14;2/8/22 12:27;4.675902778;28/7/22;2/8/22;5;NA;NA;
532;Rulm045_19;Rev07;89;28/7/22 9:14;2/8/22 0:14;4.624930556;28/7/22;2/8/22;5;TRUE;NA;Estaba configurada con 12 horas de antelaci—n (puesta en am cuando era pm). Rectificar horas archivos
533;Rulm046_20;Rev07;485;28/7/22 21:02;1/8/22 14:58;3.747083333;28/7/22;2/8/22;5;NA;NA;
534;Rulm047_21;Rev07;85;28/7/22 21:19;2/8/22 12:16;4.622800926;28/7/22;2/8/22;5;NA;NA;
535;Rulm001_01;Rev08;12;3/8/22 14:11;11/8/22 9:40;7.811805556;2/8/22;11/8/22;9;NA;NA;
536;Rulm002_02;Rev08;140;31/12/19 23:00;9/1/20 7:49;8.367384259;2/8/22;11/8/22;9;TRUE;NA;
537;Rulm005_05;Rev08;565;2/8/22 10:03;7/8/22 17:03;5.292037037;2/8/22;11/8/22;9;NA;NA;
538;Rulm007_07;Rev08;311;2/8/22 11:10;2/8/22 15:06;0.163611111;2/8/22;11/8/22;9;NA;NA;
539;Rulm008_08;Rev08;552;2/8/22 12:43;9/8/22 21:58;7.385347222;2/8/22;11/8/22;9;NA;NA;
540;Rulm009_09;Rev08;16;3/8/22 16:18;11/8/22 10:56;7.776481481;2/8/22;11/8/22;9;NA;NA;
541;Rulm011_11;Rev08;359;2/8/22 13:25;2/8/22 20:20;0.288287037;2/8/22;11/8/22;9;NA;NA;
542;Rulm012_12;Rev08;236;3/8/22 3:37;11/8/22 11:14;8.317384259;2/8/22;11/8/22;9;NA;NA;
543;Rulm014_14;Rev08;514;2/8/22 10:59;6/8/22 18:13;4.300972222;2/8/22;11/8/22;9;NA;NA;
544;Rulm015_15;Rev08;349;2/8/22 12:46;11/8/22 10:31;8.906458333;2/8/22;11/8/22;9;NA;NA;
545;Rulm016_16;Rev08;493;2/8/22 12:01;3/8/22 11:49;0.991111111;2/8/22;11/8/22;9;NA;NA;
546;Rulm018_18;Rev08;83;2/8/22 14:19;11/8/22 11:58;8.902199074;2/8/22;11/8/22;9;NA;NA;
547;Rulm022_22;Rev08;492;2/8/22 12:59;11/8/22 12:08;8.964837963;2/8/22;11/8/22;9;NA;NA;
548;Rulm026_26;Rev08;445;2/8/22 12:43;2/8/22 20:53;0.34025463;2/8/22;11/8/22;9;NA;NA;
549;Rulm027_27;Rev08;362;2/8/22 13:11;2/8/22 17:26;0.177037037;2/8/22;11/8/22;9;NA;NA;
550;Rulm032_06;Rev08;121;2/8/22 15:24;11/8/22 9:28;8.752893519;2/8/22;11/8/22;9;NA;NA;
551;Rulm036_10;Rev08;60;2/8/22 17:29;10/8/22 17:28;7.998819444;2/8/22;11/8/22;9;NA;NA;
552;Rulm043_23;Rev08;582;2/8/22 12:46;7/8/22 13:30;5.030439815;2/8/22;11/8/22;9;NA;NA;
553;Rulm044_24;Rev08;632;2/8/22 12:28;7/8/22 13:11;5.030092593;2/8/22;11/8/22;9;NA;NA;
554;Rulm045_19;Rev08;117;2/8/22 0:15;10/8/22 23:55;8.986365741;2/8/22;11/8/22;9;TRUE;NA;Estaba configurada con 12 horas de antelaci—n (puesta en am cuando era pm). Rectificar horas archivos
555;Rulm046_20;Rev08;498;2/8/22 12:22;3/8/22 16:05;1.154953704;2/8/22;11/8/22;9;NA;NA;
556;Rulm047_21;Rev08;25;3/8/22 10:50;11/8/22 11:59;8.047939815;2/8/22;11/8/22;9;NA;NA;
557;Rulm001_01;Rev09;76;11/8/22 9:42;18/8/22 10:58;7.05337963;11/8/22;18/8/22;7;NA;NA;
558;Rulm002_02;Rev09;189;11/8/22 21:37;18/8/22 23:02;7.059606481;11/8/22;18/8/22;7;TRUE;NA;
559;Rulm003_03;Rev09;471;11/8/22 9:57;18/8/22 11:04;7.046435185;11/8/22;18/8/22;7;NA;NA;
560;Rulm004_04;Rev09;487;11/8/22 14:21;18/8/22 11:09;6.866087963;11/8/22;18/8/22;7;NA;NA;
561;Rulm005_05;Rev09;84;11/8/22 9:46;18/8/22 8:32;6.949166667;11/8/22;18/8/22;7;NA;NA;
562;Rulm007_07;Rev09;9;11/8/22 10:00;18/8/22 11:17;7.053078704;11/8/22;18/8/22;7;NA;NA;
563;Rulm008_08;Rev09;432;11/8/22 11:07;15/8/22 11:17;4.006851852;11/8/22;18/8/22;7;NA;NA;
564;Rulm009_09;Rev09;478;11/8/22 11:00;15/8/22 13:41;4.111412037;11/8/22;18/8/22;7;NA;NA;
565;Rulm011_11;Rev09;454;11/8/22 11:13;15/8/22 17:42;4.270625;11/8/22;18/8/22;7;NA;NA;
566;Rulm012_12;Rev09;371;11/8/22 11:15;18/8/22 10:25;6.965416667;11/8/22;18/8/22;7;NA;NA;
567;Rulm013_13;Rev09;113;11/8/22 13:35;18/8/22 9:40;6.8368056;11/8/22;18/8/22;7;NA;NA;
568;Rulm014_14;Rev09;516;11/8/22 9:12;16/8/22 14:15;5.209953704;11/8/22;18/8/22;7;NA;NA;
569;Rulm015_15;Rev09;41;11/8/22 13:22;15/8/22 13:54;4.021898148;11/8/22;18/8/22;7;NA;NA;
570;Rulm016_16;Rev09;192;11/8/22 10:30;18/8/22 10:35;7.00375;11/8/22;18/8/22;7;NA;NA;
571;Rulm017_17;Rev09;370;11/8/22 13:32;18/8/22 10:42;6.881828704;11/8/22;18/8/22;7;NA;NA;
572;Rulm018_18;Rev09;325;11/8/22 11:59;17/8/22 17:35;6.232824074;11/8/22;18/8/22;7;NA;NA;
573;Rulm022_22;Rev09;85;11/8/22 12:09;18/8/22 12:17;7.005138889;11/8/22;18/8/22;7;NA;NA;
574;Rulm026_26;Rev09;376;11/8/22 12:49;17/8/22 3:30;5.611574074;11/8/22;18/8/22;7;NA;NA;
575;Rulm027_27;Rev09;230;11/8/22 12:43;18/8/22 12:45;7.001550926;11/8/22;18/8/22;7;NA;NA;
576;Rulm032_06;Rev09;79;11/8/22 9:42;18/8/22 11:14;7.063703704;11/8/22;18/8/22;7;NA;NA;
577;Rulm036_10;Rev09;189;11/8/22 11:05;18/8/22 9:58;6.953287037;11/8/22;18/8/22;7;NA;NA;
578;Rulm043_23;Rev09;135;11/8/22 12:17;18/8/22 12:26;7.006550926;11/8/22;18/8/22;7;NA;NA;
579;Rulm044_24;Rev09;192;11/8/22 12:20;18/8/22 12:35;7.010555556;11/8/22;18/8/22;7;NA;NA;
580;Rulm045_19;Rev09;105;10/8/22 11:57;17/8/22 11:58;7.00087963;11/8/22;18/8/22;7;TRUE;NA;
581;Rulm046_20;Rev09;539;11/8/22 12:07;17/8/22 19:30;6.307638889;11/8/22;18/8/22;7;NA;NA;
582;Rulm047_21;Rev09;80;11/8/22 12:00;18/8/22 12:02;7.001273148;11/8/22;18/8/22;7;NA;NA;
583;Rulm048_25;Rev09;491;11/8/22 12:31;14/8/22 18:36;3.253171296;11/8/22;18/8/22;7;NA;NA;
584;Rulm001_01;Rev10;19;18/8/22 20:16;24/8/22 9:29;5.550972222;18/8/22;24/8/22;6;NA;NA;
585;Rulm002_02;Rev10;65;18/8/22 23:03;24/8/22 21:34;5.938009259;18/8/22;24/8/22;6;TRUE;NA;
586;Rulm003_03;Rev10;195;18/8/22 11:05;24/8/22 9:34;5.936712963;18/8/22;24/8/22;6;NA;NA;
587;Rulm004_04;Rev10;21;18/8/22 11:10;23/8/22 18:59;5.325949074;18/8/22;24/8/22;6;NA;NA;
588;Rulm005_05;Rev10;14;18/8/22 11:13;24/8/22 9:41;5.935949074;18/8/22;24/8/22;6;NA;NA;
589;Rulm007_07;Rev10;51;18/8/22 11:18;24/8/22 9:48;5.937731481;18/8/22;24/8/22;6;NA;NA;
590;Rulm008_08;Rev10;35;18/8/22 10:04;24/8/22 10:18;6.009791667;18/8/22;24/8/22;6;NA;NA;
591;Rulm009_09;Rev10;235;18/8/22 9:52;18/8/22 19:35;0.404259259;18/8/22;24/8/22;6;NA;NA;
592;Rulm011_11;Rev10;387;18/8/22 10:19;20/8/22 17:14;2.288472222;18/8/22;24/8/22;6;NA;NA;
593;Rulm012_12;Rev10;67;18/8/22 10:28;24/8/22 10:27;5.999189815;18/8/22;24/8/22;6;NA;NA;
594;Rulm013_13;Rev10;11;18/8/22 9:45;24/8/22 10:34;6.033611111;18/8/22;24/8/22;6;NA;NA;
595;Rulm014_14;Rev10;232;18/8/22 9:38;24/8/22 10:35;6.039652778;18/8/22;24/8/22;6;NA;NA;
596;Rulm015_15;Rev10;122;31/12/19 23:02;6/1/20 23:06;6.003310185;18/8/22;24/8/22;6;TRUE;NA;
597;Rulm016_16;Rev10;39;18/8/22 10:36;24/8/22 10:46;6.007106481;18/8/22;24/8/22;6;NA;NA;
598;Rulm017_17;Rev10;40;18/8/22 10:45;23/8/22 22:51;5.504074074;18/8/22;24/8/22;6;NA;NA;
599;Rulm018_18;Rev10;136;18/8/22 12:02;24/8/22 11:39;5.983726852;18/8/22;24/8/22;6;NA;NA;
600;Rulm022_22;Rev10;527;18/8/22 12:18;22/8/22 1:05;3.532847222;18/8/22;24/8/22;6;NA;NA;
601;Rulm026_26;Rev10;301;18/8/22 12:45;24/8/22 11:32;5.949537037;18/8/22;24/8/22;6;NA;NA;
602;Rulm027_27;Rev10;367;18/8/22 15:38;24/8/22 11:29;5.827708333;18/8/22;24/8/22;6;NA;NA;
603;Rulm032_06;Rev10;12;18/8/22 11:15;24/8/22 9:42;5.935625;18/8/22;24/8/22;6;NA;NA;
604;Rulm036_10;Rev10;372;18/8/22 10:05;21/8/22 18:30;3.350648148;18/8/22;24/8/22;6;NA;NA;
605;Rulm043_23;Rev10;9;18/8/22 12:33;24/8/22 11:19;5.948611111;18/8/22;24/8/22;6;NA;NA;
606;Rulm044_24;Rev10;585;18/8/22 14:39;24/8/22 11:21;5.862453704;18/8/22;24/8/22;6;NA;NA;
607;Rulm045_19;Rev10;247;18/8/22 12:00;24/8/22 11:36;5.983587963;18/8/22;24/8/22;6;NA;NA;
608;Rulm046_20;Rev10;186;18/8/22 12:16;24/8/22 11:55;5.985740741;18/8/22;24/8/22;6;NA;NA;
609;Rulm047_21;Rev10;33;18/8/22 12:17;24/8/22 11:39;5.973726852;18/8/22;24/8/22;6;NA;NA;
610;Rulm048_25;Rev10;38;18/8/22 12:39;20/8/22 14:24;2.0729167;18/8/22;24/8/22;6;TRUE;NA;
611;Rulm001_01;Rev11;49;24/8/22 9:30;31/8/22 9:24;6.996064815;24/8/22;31/8/22;7;NA;NA;
612;Rulm002_02;Rev11;42;24/8/22 9:35;31/8/22 9:27;6.994444444;24/8/22;31/8/22;7;NA;NA;
613;Rulm003_03;Rev11;330;24/8/22 9:36;31/8/22 9:26;6.992939815;24/8/22;31/8/22;7;NA;NA;
614;Rulm004_04;Rev11;14;24/8/22 9:39;31/8/22 9:32;6.995185185;24/8/22;31/8/22;7;NA;NA;
615;Rulm005_05;Rev11;9;24/8/22 9:42;31/8/22 9:36;6.996226852;24/8/22;31/8/22;7;NA;NA;
616;Rulm007_07;Rev11;15;24/8/22 9:49;31/8/22 9:39;6.993009259;24/8/22;31/8/22;7;NA;NA;
617;Rulm008_08;Rev11;34;24/8/22 10:19;31/8/22 10:10;6.993217593;24/8/22;31/8/22;7;NA;NA;
618;Rulm009_09;Rev11;17;24/8/22 10:17;30/8/22 11:42;6.059189815;24/8/22;31/8/22;7;NA;NA;
619;Rulm011_11;Rev11;413;24/8/22 10:26;25/8/22 16:51;1.267013889;24/8/22;31/8/22;7;NA;NA;
620;Rulm012_12;Rev11;109;24/8/22 10:28;31/8/22 10:25;6.997847222;24/8/22;31/8/22;7;NA;NA;
621;Rulm013_13;Rev11;9;24/8/22 10:35;31/8/22 10:30;6.996851852;24/8/22;31/8/22;7;NA;NA;
622;Rulm014_14;Rev11;230;24/8/22 10:36;31/8/22 10:32;6.996550926;24/8/22;31/8/22;7;NA;NA;
623;Rulm015_15;Rev11;65;6/1/20 23:07;13/1/20 23:03;6.996990741;24/8/22;31/8/22;7;TRUE;NA;
624;Rulm016_16;Rev11;115;24/8/22 10:48;31/8/22 10:42;6.996342593;24/8/22;31/8/22;7;NA;NA;
625;Rulm017_17;Rev11;101;24/8/22 10:51;31/8/22 10:47;6.997361111;24/8/22;31/8/22;7;NA;NA;
626;Rulm018_18;Rev11;133;24/8/22 11:40;31/8/22 11:30;6.992962963;24/8/22;31/8/22;7;NA;NA;
627;Rulm019_34;Rev11;36;24/8/22 11:51;31/8/22 11:31;6.986296296;;;NA;NA;NA;
628;Rulm022_22;Rev11;274;24/8/22 11:58;31/8/22 11:40;6.987291667;24/8/22;31/8/22;7;NA;NA;
629;Rulm026_26;Rev11;228;24/8/22 11:33;31/8/22 11:23;6.992430556;24/8/22;31/8/22;7;NA;NA;
630;Rulm027_27;Rev11;60;24/8/22 11:31;31/8/22 11:21;6.993333333;24/8/22;31/8/22;7;NA;NA;
631;Rulm032_06;Rev11;16;24/8/22 9:45;31/8/22 9:35;6.993356481;24/8/22;31/8/22;7;NA;NA;
632;Rulm036_10;Rev11;459;24/8/22 10:23;25/8/22 16:52;1.269791667;24/8/22;31/8/22;7;NA;NA;
633;Rulm043_23;Rev11;40;24/8/22 11:20;31/8/22 11:14;6.995509259;24/8/22;31/8/22;7;NA;NA;
634;Rulm044_24;Rev11;226;24/8/22 11:23;31/8/22 11:17;6.995277778;24/8/22;31/8/22;7;NA;NA;
635;Rulm045_19;Rev11;163;24/8/22 11:37;31/8/22 11:26;6.992638889;24/8/22;31/8/22;7;NA;NA;
636;Rulm046_20;Rev11;203;24/8/22 11:56;31/8/22 11:38;6.987314815;24/8/22;31/8/22;7;NA;NA;
637;Rulm047_21;Rev11;32;24/8/22 11:40;31/8/22 11:30;6.992569444;24/8/22;31/8/22;7;NA;NA;
638;Rulm048_25;Rev11;22;31/12/19 23:00;7/1/20 22:02;6.959560185;24/8/22;31/8/22;7;TRUE;NA;
639;Rulm001_01;Rev12;44;31/8/22 9:25;8/9/22 9:35;8.006689815;31/8/22;8/9/22;8;NA;NA;
640;Rulm002_02;Rev12;291;31/8/22 9:28;8/9/22 9:38;8.006597222;31/8/22;8/9/22;8;NA;NA;
641;Rulm003_03;Rev12;365;31/8/22 9:30;8/9/22 9:40;8.007083333;31/8/22;8/9/22;8;NA;NA;
642;Rulm004_04;Rev12;320;31/8/22 9:34;8/9/22 9:46;8.008148148;31/8/22;8/9/22;8;NA;NA;
643;Rulm005_05;Rev12;28;31/8/22 9:38;8/9/22 9:48;8.006898148;31/8/22;8/9/22;8;NA;NA;
644;Rulm007_07;Rev12;25;31/8/22 9:40;8/9/22 9:55;8.010601852;31/8/22;8/9/22;8;NA;NA;
645;Rulm008_08;Rev12;114;31/8/22 10:11;8/9/22 10:56;8.031782407;31/8/22;8/9/22;8;NA;NA;
646;Rulm009_09;Rev12;4;31/8/22 10:10;8/9/22 10:52;8.028819444;31/8/22;8/9/22;8;NA;NA;
647;Rulm011_11;Rev12;501;31/8/22 10:24;5/9/22 15:47;5.224583333;31/8/22;8/9/22;8;NA;NA;
648;Rulm012_12;Rev12;87;31/8/22 10:26;8/9/22 11:13;8.032407407;31/8/22;8/9/22;8;NA;NA;
649;Rulm013_13;Rev12;65;31/8/22 10:32;8/9/22 11:23;8.035439815;31/8/22;8/9/22;8;NA;NA;
650;Rulm014_14;Rev12;81;31/8/22 10:33;8/9/22 11:25;8.036041667;31/8/22;8/9/22;8;NA;NA;
651;Rulm015_15;Rev12;489;31/8/22 10:42;3/9/22 15:22;3.194097222;31/8/22;8/9/22;8;NA;NA;
652;Rulm016_16;Rev12;366;31/8/22 10:44;6/9/22 4:17;5.73150463;31/8/22;8/9/22;8;NA;NA;
653;Rulm017_17;Rev12;96;31/8/22 10:49;8/9/22 10:07;7.971018519;31/8/22;8/9/22;8;NA;NA;
654;Rulm018_18;Rev12;197;31/8/22 11:30;8/9/22 12:30;8.04162037;31/8/22;8/9/22;8;NA;NA;
655;Rulm022_22;Rev12;437;31/8/22 11:40;8/9/22 12:54;8.05125;31/8/22;8/9/22;8;NA;NA;
656;Rulm026_26;Rev12;581;31/8/22 12:17;6/9/22 8:55;5.859722222;31/8/22;8/9/22;8;NA;NA;
657;Rulm027_27;Rev12;123;31/8/22 11:22;8/9/22 13:17;8.079675926;31/8/22;8/9/22;8;NA;NA;
658;Rulm032_06;Rev12;186;31/8/22 9:37;8/9/22 9:51;8.009861111;31/8/22;8/9/22;8;NA;NA;
659;Rulm036_10;Rev12;39;31/8/22 10:21;8/9/22 11:01;8.027638889;31/8/22;8/9/22;8;NA;NA;
660;Rulm043_23;Rev12;36;31/8/22 11:15;8/9/22 13:05;8.07650463;31/8/22;8/9/22;8;NA;NA;
661;Rulm044_24;Rev12;284;31/8/22 11:18;4/9/22 13:06;4.075462963;31/8/22;8/9/22;8;NA;NA;
662;Rulm045_19;Rev12;85;31/8/22 11:27;8/9/22 12:27;8.041689815;31/8/22;8/9/22;8;NA;NA;
663;Rulm046_20;Rev12;421;31/8/22 11:39;3/9/22 14:56;3.137037037;31/8/22;8/9/22;8;NA;NA;
664;Rulm047_21;Rev12;281;31/8/22 13:08;9/9/22 12:36;8.977962963;31/8/22;8/9/22;8;NA;NA;
665;Rulm048_25;Rev12;501;7/1/20 22:50;10/1/20 1:07;2.094861111;31/8/22;8/9/22;8;TRUE;NA;
666;Rulm001_01;Rev13;17;8/9/22 9:36;14/9/22 8:40;5.960810185;8/9/22;14/9/22;6;NA;NA;
667;Rulm002_02;Rev13;27;8/9/22 9:39;14/9/22 8:43;5.961296296;8/9/22;14/9/22;6;NA;NA;
668;Rulm003_03;Rev13;28;8/9/22 9:41;14/9/22 8:44;5.960393519;8/9/22;14/9/22;6;NA;NA;
669;Rulm004_04;Rev13;58;8/9/22 9:47;14/9/22 8:50;5.960347222;8/9/22;14/9/22;6;NA;NA;
670;Rulm005_05;Rev13;11;8/9/22 9:50;13/9/22 13:33;5.154814815;8/9/22;14/9/22;6;NA;NA;
671;Rulm007_07;Rev13;20;8/9/22 9:57;14/9/22 8:55;5.957314815;8/9/22;14/9/22;6;NA;NA;
672;Rulm008_08;Rev13;244;8/9/22 10:58;14/9/22 10:18;5.972175926;8/9/22;14/9/22;6;NA;NA;
