"";"interval";"Sp1";"File";"Plant";"Plant_ID";"Revision_ID";"Species";"Behaviour";"Count";"Coexistence";"Deployment_ID";"n_cam";"Videos";"Days";"Days.in.field";"n";"duration";"long";"lat";"videos_events";"ID";"Dt_correct";"DateTime"
"64";2023-01-21 09:15:00;"cervus elaphus";"01210050.AVI, 01210051.AVI";"joxy";"Joxy024";"Rev09";"cervus elaphus, cervus elaphus";"eating, eating";1;FALSE;"Joxy024_42";1;103;12,19523148;NA;2;20,933334;-6,403635;36,830234;4,89897948556636;"Joxy024_Rev09_01210050";2023-01-21 09:12:34;2023-01-21 09:12:34
"65";2023-01-21 17:50:00;"cervus elaphus";"IMG_0390.AVI";"joxy";"Joxy014";"Rev09";"cervus elaphus";"searching for food";1;FALSE;"Joxy014_02";1;512;18,93256944;NA;1;16,24974;-6,403102;36,828467;3,46410161513775;"Joxy014_Rev09_IMG_0390";2023-01-21 17:52:30;2023-01-21 17:52:30
"66";2023-01-22 07:50:00;"orictolagus cuniculus";"IMG_0029.AVI, IMG_0030.AVI";"joxy";"Joxy027";"Rev09";"orictolagus cuniculus, orictolagus cuniculus";"probably eating, probably eating";1;FALSE;"Joxy027_25";1;84;18,94016204;NA;2;20,083012;-6,4043;36,829276;4,89897948556636;"Joxy027_Rev09_IMG_0029";2023-01-22 07:50:54;2023-01-22 07:50:54
"67";2023-01-22 14:05:00;"sus scrofa";"IMG_0011.MP4";"joxy";"Joxy001";"Rev09";"sus scrofa";"probably eating";1;FALSE;"Joxy001_35";1;36;15,06173611;NA;1;10;-6,403808;36,829227;3,46410161513775;"Joxy001_Rev09_IMG_0011";2023-01-22 14:05:12;2023-01-22 14:05:12
"68";2023-01-22 14:10:00;"sus scrofa";"IMG_0012.MP4";"joxy";"Joxy001";"Rev09";"sus scrofa";"eating";1;FALSE;"Joxy001_35";1;36;15,06173611;NA;1;10;-6,403808;36,829227;3,46410161513775;"Joxy001_Rev09_IMG_0012";2023-01-22 14:08:04;2023-01-22 14:08:04
"69";2023-01-24 08:55:00;"cervus elaphus";"IMG_0016.AVI, IMG_0017.AVI";"joxy";"Joxy007";"Rev09";"cervus elaphus, cervus elaphus";"searching for food, searching for food";1;FALSE;"Joxy007_09";1;34;18,94157407;NA;2;20,41634;-6,40403;36,829725;4,89897948556636;"Joxy007_Rev09_IMG_0016";2023-01-24 08:53:04;2023-01-24 08:53:04
"70";2023-01-24 19:10:00;"cervus elaphus";"IMG_0063.AVI, IMG_0064.AVI";"joxy";"Joxy022";"Rev09";"cervus elaphus, cervus elaphus";"eating, eating";1;FALSE;"Joxy022_21";1;85;18,9450463;NA;2;40,082692;-6,402356;36,828383;4,89897948556636;"Joxy022_Rev09_IMG_0063";2023-01-24 19:10:16;2023-01-24 19:10:16
"71";2023-01-25 12:15:00;"cervus elaphus";"IMG_0064.AVI, IMG_0065.AVI, IMG_0066.AVI, IMG_0067.AVI";"joxy";"Joxy028";"Rev09";"cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus";"probably eating, eating, probably eating, probably eating";1;FALSE;"Joxy028_26";1;97;18,94844907;NA;4;145,955998;-6,40417;36,828787;6,92820323027551;"Joxy028_Rev09_IMG_0064";2023-01-25 12:14:04;2023-01-25 12:14:04
"72";2023-01-25 15:25:00;"cervus elaphus";"IMG_0048.AVI";"joxy";"Joxy027";"Rev09";"cervus elaphus";"eating";1;FALSE;"Joxy027_25";1;84;18,94016204;NA;1;72,248844;-6,4043;36,829276;3,46410161513775;"Joxy027_Rev09_IMG_0048";2023-01-25 15:25:30;2023-01-25 15:25:30
"73";2023-01-25 15:30:00;"cervus elaphus";"IMG_0050.AVI";"joxy";"Joxy027";"Rev09";"cervus elaphus";"probably eating";1;FALSE;"Joxy027_25";1;84;18,94016204;NA;1;16,24974;-6,4043;36,829276;3,46410161513775;"Joxy027_Rev09_IMG_0050";2023-01-25 15:27:46;2023-01-25 15:27:46
"74";2023-01-26 18:30:00;"cervus elaphus";"IMG_0074.AVI";"joxy";"Joxy022";"Rev09";"cervus elaphus";"eating";1;FALSE;"Joxy022_21";1;85;18,9450463;NA;1;17,249724;-6,402356;36,828383;3,46410161513775;"Joxy022_Rev09_IMG_0074";2023-01-26 18:31:34;2023-01-26 18:31:34
"75";2023-01-26 19:30:00;"cervus elaphus";"IMG_0031.AVI";"joxy";"Joxy009";"Rev09";"cervus elaphus";"probably eating";1;FALSE;"Joxy009_07";1;43;18,94583333;NA;1;10,041506;-6,402654;36,82879;3,46410161513775;"Joxy009_Rev09_IMG_0031";2023-01-26 19:29:32;2023-01-26 19:29:32
"76";2023-01-26 19:35:00;"cervus elaphus";"IMG_0032.AVI, IMG_0033.AVI, IMG_0034.AVI, IMG_0035.AVI, IMG_0036.AVI";"joxy";"Joxy009";"Rev09";"cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus";"probably eating, eating, eating, probably eating, probably eating";1;FALSE;"Joxy009_07";1;43;18,94583333;NA;5;90,540218;-6,402654;36,82879;7,74596669241483;"Joxy009_Rev09_IMG_0032";2023-01-26 19:32:58;2023-01-26 19:32:58
"77";2023-01-27 02:30:00;"orictolagus cuniculus";"IMG_0028.AVI";"joxy";"Joxy002";"Rev09";"orictolagus cuniculus";"searching for food";1;FALSE;"Joxy002_22";1;33;18,96074074;NA;1;10,041506;-6,403984;36,829417;3,46410161513775;"Joxy002_Rev09_IMG_0028";2023-01-27 02:30:00;2023-01-27 02:30:00
"78";2023-01-27 05:20:00;"cervus elaphus";"IMG_0039.AVI";"joxy";"Joxy009";"Rev09";"cervus elaphus";"probably eating";1;FALSE;"Joxy009_07";1;43;18,94583333;NA;1;16,24974;-6,402654;36,82879;3,46410161513775;"Joxy009_Rev09_IMG_0039";2023-01-27 05:22:10;2023-01-27 05:22:10
"79";2023-01-31 19:20:00;"sus scrofa";"IMG_0030.AVI";"joxy";"Joxy002";"Rev09";"sus scrofa";"eating";1;FALSE;"Joxy002_22";1;33;18,96074074;NA;1;10,041506;-6,403984;36,829417;3,46410161513775;"Joxy002_Rev09_IMG_0030";2023-01-31 19:17:46;2023-01-31 19:17:46
